0.1538,2.9,169,P,2.746
0.1231,2.85,169,P,2.746
0.0954,2.8,169,P,2.746
0.0715,2.75,169,P,2.746
0.0527,2.7,169,P,2.746
0.0386,2.65,169,P,2.746
0.0274,2.6,169,P,2.746
0.0203,2.55,169,P,2.746
0.0148,2.5,169,P,2.746
0.1442,2.9,78,P,2.746
0.1068,2.85,78,P,2.746
0.0736,2.8,78,P,2.746
0.0475,2.75,78,P,2.746
0.0284,2.7,78,P,2.746
0.0171,2.65,78,P,2.746
0.0104,2.6,78,P,2.746
0.0063,2.55,78,P,2.746
0.0046,2.5,78,P,2.746
0.0037,2.45,78,P,2.746
0.0026,2.4,78,P,2.746
0.0018,2.35,78,P,2.746
0.0018,2.3,78,P,2.746
0.0016,2.25,78,P,2.746
0.0013,2.2,78,P,2.746
0.1002,2.85,43,P,2.746
0.0629,2.8,43,P,2.746
0.0345,2.75,43,P,2.746
0.0168,2.7,43,P,2.746
0.0068,2.65,43,P,2.746
0.0032,2.6,43,P,2.746
0.1475,2.9,15,P,2.746
0.1011,2.85,15,P,2.746
0.0553,2.8,15,P,2.746
0.0209,2.75,15,P,2.746
0.0045,2.7,15,P,2.746
0.0013,2.65,15,P,2.746
0.0008,2.6,15,P,2.746
0.0744,2.9,169,C,2.746
0.0918,2.85,169,C,2.746
0.1138,2.8,169,C,2.746
0.1416,2.75,169,C,2.746
0.1712,2.7,169,C,2.746
0.2062,2.65,169,C,2.746
0.2451,2.6,169,C,2.746
0.2871,2.55,169,C,2.746
0.3305,2.5,169,C,2.746
0.0276,2.9,78,C,2.746
0.0405,2.85,78,C,2.746
0.0578,2.8,78,C,2.746
0.0808,2.75,78,C,2.746
0.1122,2.7,78,C,2.746
0.1501,2.65,78,C,2.746
0.1921,2.6,78,C,2.746
0.2375,2.55,78,C,2.746
0.2868,2.5,78,C,2.746
0.3335,2.45,78,C,2.746
0.3821,2.4,78,C,2.746
0.4337,2.35,78,C,2.746
0.4802,2.3,78,C,2.746
0.53,2.25,78,C,2.746
0.5816,2.2,78,C,2.746
0.0189,2.85,43,C,2.746
0.0322,2.8,43,C,2.746
0.0546,2.75,43,C,2.746
0.085,2.7,43,C,2.746
0.1259,2.65,43,C,2.746
0.1719,2.6,43,C,2.746
0.0019,2.9,15,C,2.746
0.0042,2.85,15,C,2.746
0.0102,2.8,15,C,2.746
0.0258,2.75,15,C,2.746
0.0583,2.7,15,C,2.746
0.1045,2.65,15,C,2.746
0.1532,2.6,15,C,2.746
